CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,actual,predicted,predicted_probability_placed,correct
8.0,2,3,2,87,4.4,1,1,83,84,0,1,0.8753718091692223,False
8.0,0,2,2,83,4.6,1,1,82,78,0,1,0.7949073380312643,False
6.5,1,2,2,75,4.1,1,1,66,70,1,0,0.3111247712405027,False
8.0,2,1,2,88,3.8,1,0,82,82,0,1,0.5235408473871496,False
7.6,2,2,0,72,4.3,0,1,77,67,1,0,0.23105757892950804,False
8.0,2,3,2,90,4.1,1,0,88,79,0,1,0.7505560527782567,False
8.3,2,2,2,76,4.6,0,1,55,71,1,0,0.3268978343364693,False
6.7,0,2,0,74,3.6,0,1,82,69,1,0,0.1634647713543916,False
7.5,1,3,2,72,4.5,1,1,65,86,0,1,0.574823381850735,False
8.3,2,3,0,88,4.8,1,1,82,72,0,1,0.866920800525827,False
7.6,1,3,2,84,4.2,1,1,75,83,0,1,0.7731777215699022,False
7.7,1,3,2,76,4.4,1,1,61,83,0,1,0.6063594287247535,False
7.5,0,2,0,81,3.6,0,1,55,68,1,0,0.17710160288087015,False
8.9,0,3,2,85,4.6,0,1,77,72,0,1,0.7544509442225672,False
7.6,1,1,1,74,4.6,1,1,72,84,0,1,0.5012293447556615,False
8.5,2,3,2,90,4.8,1,0,76,84,0,1,0.8255994090905713,False
6.8,0,1,0,71,3.3,0,0,57,59,1,0,0.016388797197504756,False
8.3,1,3,1,83,4.8,1,0,65,80,0,1,0.6201556571007522,False
7.8,1,1,0,77,4.0,1,1,83,66,1,0,0.4168921451950747,False
7.6,0,1,1,70,3.9,0,0,71,63,1,0,0.052122780234058044,False
6.6,1,1,0,83,3.7,1,1,74,76,1,0,0.3668757879140265,False
7.6,2,2,1,88,4.6,1,1,79,86,0,1,0.8244045675461836,False
7.6,1,3,0,78,3.9,1,1,72,85,0,1,0.5904147784539824,False
8.2,1,2,3,84,4.0,1,1,82,63,0,1,0.6954761795187919,False
8.8,2,2,2,89,4.8,1,1,86,85,0,1,0.9228301058959247,False
7.6,1,3,0,75,3.9,0,1,78,83,1,0,0.37882067185636653,False
8.2,0,3,0,90,4.3,1,1,79,86,0,1,0.8784354016534353,False
7.6,2,3,0,84,4.5,1,1,78,87,0,1,0.798929654797247,False
8.6,1,1,2,75,4.5,1,1,68,82,0,1,0.5874884008584814,False
7.9,2,1,0,73,4.4,1,0,66,57,1,0,0.12814324221730297,False
8.6,1,2,2,85,3.7,1,1,81,83,0,1,0.7761785631359402,False
7.1,2,1,1,77,4.4,0,1,75,82,1,0,0.3019893784912313,False
8.3,2,3,2,77,4.2,1,1,65,83,0,1,0.6682562461693874,False
6.6,1,1,1,82,3.7,0,1,55,60,1,0,0.10238732477939427,False
7.4,1,1,0,79,4.0,1,1,67,79,1,0,0.3910618839595283,False
7.9,1,3,0,82,4.6,1,1,87,83,0,1,0.82824071409225,False
8.4,2,3,2,89,4.5,1,1,76,82,0,1,0.8893912158856531,False
8.0,0,3,2,87,3.8,0,0,73,63,1,0,0.3072919815203747,False
8.8,1,3,3,90,4.8,1,1,75,84,0,1,0.9341145086782301,False
7.3,1,2,0,83,4.5,1,1,56,71,1,0,0.4834610101091878,False
7.3,0,3,0,77,4.6,1,1,87,88,0,1,0.7525691337820413,False
8.1,2,1,0,90,4.5,1,1,88,84,0,1,0.8355963532193095,False
8.1,1,2,2,90,4.0,0,1,74,86,0,1,0.67926862907596,False
7.6,0,3,0,78,4.5,1,1,72,84,0,1,0.6780747730673249,False
8.5,2,2,0,88,4.8,1,0,82,77,0,1,0.7112094264498489,False
7.9,1,1,2,87,4.2,0,1,80,75,0,1,0.5417416751392748,False
6.7,1,1,0,82,3.9,0,1,66,66,1,0,0.15963528182130857,False
